,accuracy,precision,recall,specificity,balanced_accuracy,mcc,f1_score
hmmsearch_out_C_1_denoised1_swissprot.domtblout,0.8378500078801023,0.25939189421851866,0.9871576464421439,0.8287797732772895,0.9079687098597167,0.4592169516573652,0.4108311518324607
hmmsearch_out_C_1_swissprot.domtblout,0.8386392830034448,0.2562954484244546,0.9976412003669244,0.8292615063569966,0.9134513533619605,0.46020940812920474,0.4078210794160975
hmmsearch_out_C_3_denoised1_uniref90.domtblout,0.8569911851825417,0.32130394076091584,0.9893854016511597,0.8473188898356199,0.9183521457433899,0.517756054914041,0.48507822287898744
hmmsearch_out_C_3_uniref90.domtblout,0.8549588185684294,0.3199443061474199,0.9937098676451317,0.844760996657902,0.9192354321515168,0.5174991446946305,0.4840418741223031
hmmsearch_out_C_4_denoised1_uniref90.domtblout,0.8556132752467199,0.3976669039925516,0.9515135630978901,0.8453208067283621,0.8984171849131262,0.558569028628952,0.5609115488605639
hmmsearch_out_C_4_uniref90.domtblout,0.8529009548951756,0.3778041359393533,0.9600314506617743,0.8422092019565274,0.9011203263091508,0.5470906131194855,0.542224853822811
HMM_reference_search.domtblout,0.7472946889438151,0.1165055955052749,1.0,0.7385832320667862,0.8692916160333931,0.29334123351849395,0.2086968412416245
hmmsearch_out_M_1.domtblout,0.8411705874679306,0.2914312617702448,0.9733979819158695,0.8317715222534792,0.9025847520846744,0.4825196917619929,0.44856426824481416
hmmsearch_out_M_4_denoised1_uniref90.domtblout,0.8575037243344776,0.4049325582707828,0.9402437426287511,0.8484273474785808,0.894335545053666,0.5597427033452478,0.5660749506903353
hmmsearch_out_M_4_uniref90.domtblout,0.8564171414057113,0.38635145277152355,0.9444371641986633,0.847466886975988,0.8959520255873257,0.5483692196164981,0.5483735971086171
hmmsearch_out_O_1.domtblout,0.8395016429800315,0.27466816227332214,0.9626523391429694,0.8313306437589121,0.8969914914509407,0.4644590430679563,0.42739120316499885
hmmsearch_out_O_4_denoised1_uniref90.domtblout,0.8559620612725078,0.3885455514118274,0.9557069846678024,0.8457309532770579,0.9007189689724302,0.5541776217782942,0.5524790727623954
hmmsearch_out_O_4_uniref90.domtblout,0.8538814915001283,0.37468678087445667,0.9601624950858341,0.8435016317911307,0.9018320634384824,0.545373629285432,0.5390274405944236
out_psiblast_C_1_denoised1_swissprot_1iterations.xml,0.641851106639839,0.26601057043922,0.9563622067881011,0.5933890638882158,0.7748756353381585,0.3742725199573522,0.41624365482233505
out_psiblast_C_1_denoised1_swissprot_2iterations.xml,0.41851415154014704,0.06178054100865189,0.9909579347398768,0.39552058111380145,0.6932392579268392,0.15336976348656137,0.1163098314261105
out_psiblast_C_1_denoised1_swissprot_3iterations.xml,0.3429116039264752,0.04611059958413873,0.9909579347398768,0.3214615674894924,0.6562097511146846,0.11880762300171414,0.08812081944671032
out_psiblast_C_1_swissprot_1iterations.xml,0.5982175419401896,0.2978155339805825,0.9647490499279255,0.5210397064098673,0.7428943781688964,0.3712846308161072,0.4551327625112052
out_psiblast_C_1_swissprot_2iterations.xml,0.3652381800422016,0.06092468843061643,1.0,0.3379748972814769,0.6689874486407384,0.1434956978945486,0.1148520514132627
out_psiblast_C_1_swissprot_3iterations.xml,0.2808630089316785,0.04692448177687043,1.0,0.25446621836128025,0.6272331091806401,0.10927348912853029,0.08964253409611522
out_psiblast_C_3_denoised1_uniref90_1iterations.xml,0.8256406803139911,0.29088952654232425,0.9564932512121609,0.8152739278039057,0.8858835895080333,0.4703720392977882,0.4461082419093604
out_psiblast_C_4_denoised1_uniref90_1iterations.xml,0.8040317938543312,0.3176311661146941,0.9551828069715633,0.7884490678195082,0.8718159373955358,0.4815270572244146,0.47673239805095
out_psiblast_C_4_uniref90_1iterations.xml,0.799892224222606,0.3137246513219817,0.9609487616301926,0.7832883004593353,0.8721185310447639,0.47924925605573016,0.4730204805676504
out_psiblast_M_1.xml,0.6252217265809499,0.17573685669407743,0.9969859782466256,0.592852904933595,0.7949194415901103,0.32155163767556844,0.2988040767433183
out_psiblast_M_3_uniref90_1iterations.xml,0.8163916977115487,0.4679064961901072,0.9495478967369938,0.7905652704351362,0.870056583586065,0.5807364042945758,0.62689795388675
out_psiblast_M_3_uniref90_2iterations.xml,0.4973341962524655,0.06967627477537629,0.9572795177565194,0.47857070304773414,0.7179251104021268,0.16966722532516781,0.12989784214878236
out_psiblast_M_4_denoised1_uniref90_1iterations.xml,0.8282228334016034,0.5691280439905735,0.949416852312934,0.7933853166082796,0.8714010844606068,0.6398291357248134,0.7116546338588478
out_psiblast_M_4_uniref90_1iterations.xml,0.827806242730959,0.5866677401175429,0.9549207181234438,0.7876933256140931,0.8713070218687684,0.6499955914272509,0.7268102932375823
out_psiblast_O_1.xml,0.5708153161621858,0.21759881112286017,0.9977722447909841,0.5128387636350695,0.7553055042130268,0.3328773539456157,0.3572802777908123
out_psiblast_O_3_uniref90_1iterations.xml,0.8217732654200709,0.32358382521363754,0.9626523391429694,0.8083566293929713,0.8855044842679703,0.4960931519755823,0.4843569709557248
out_psiblast_O_3_uniref90_2iterations.xml,0.5705498718763848,0.0763458740386614,0.9626523391429694,0.5555877808391797,0.7591200599910746,0.19554938244648348,0.14147191649574872
out_psiblast_O_4_denoised1_uniref90_1iterations.xml,0.7943882809049418,0.3077020308418303,0.9570174289083999,0.7775897776033136,0.8673036032558568,0.471030304778497,0.46567830384186193
out_psiblast_O_4_uniref90_1iterations.xml,0.7920820708816837,0.31128437645662954,0.9626523391429694,0.7739813655958837,0.8683168523694266,0.4749207694033051,0.47044508485430675
