,ids,e_value,hit_start,hit_end,bitscore,protein_length
0,D0V3Y4,2.73008e-178,1,349,501.429,349
1,Q9HWH9,4.07489e-168,1,350,475.62,351
2,B2TEK6,8.79186e-167,7,364,472.924,366
3,P47177,1.16904e-138,23,404,402.818,404
4,Q12723,8.58203e-138,1,374,399.736,374
5,Q49W60,2.41275e-122,1,355,359.675,355
6,Q6GB05,9.71345e-121,1,353,355.438,355
7,Q6GIG7,1.26177e-120,1,353,355.438,355
8,Q8NXG7,2.59054e-120,1,353,354.283,355
9,Q99VF6,3.18657e-120,1,353,354.283,355
10,A5IR97,3.18657e-120,1,353,354.283,355
11,A6U025,3.18657e-120,1,353,354.283,355
12,A8Z1H7,1.41829e-119,1,353,352.742,355
13,A6QFD2,1.41829e-119,1,353,352.742,355
14,Q5HHG4,1.41829e-119,1,353,352.742,355
15,Q2FZX9,1.41829e-119,1,353,352.742,355
16,Q2FIF3,1.41829e-119,1,353,352.742,355
17,Q4L4T4,1.37458e-116,1,350,345.038,357
18,O05413,9.07769e-113,1,343,335.023,347
19,O06179,2.70157e-28,1,345,116.614,375
20,Q9I4V0,7.8341e-27,1,319,111.607,328
21,Q01284,2.00246e-18,33,376,88.88,378
22,Q7NTY1,2.67812e-08,149,258,58.0641,316
23,Q6A6A0,6.42036e-07,111,229,53.0565,229
24,Q3KFC7,7.06839e-07,230,321,53.8269,339
25,Q48JY0,1.0654e-06,230,321,53.4417,343
26,Q883P1,1.33411e-06,230,321,53.0565,343
27,Q4ZUM3,1.3706e-06,230,321,53.0565,343
28,Q4KFI7,1.38888e-06,226,321,53.0565,339
29,Q58070,2.52711e-06,159,268,52.2861,306
30,B5EFU4,2.72907e-06,232,272,51.9009,305
31,A9BJH4,2.83979e-06,227,276,51.9009,300
32,C3K017,3.96766e-06,230,321,51.9009,341
33,Q39UK4,5.99644e-06,232,272,51.1305,305
34,Q8R7I7,1.07642e-05,110,211,49.5897,237
35,C6E6N2,1.15975e-05,232,272,49.9749,305
36,C1DDY1,1.23993e-05,230,321,50.3601,347
37,Q1ICL4,1.45272e-05,230,321,49.9749,340
38,Q8A9C3,1.77378e-05,230,270,49.5897,303
39,Q64TN0,1.77378e-05,230,270,49.5897,303
40,Q5LCI2,1.77378e-05,230,270,49.5897,303
41,A5G3H0,1.80491e-05,232,272,49.5897,305
42,Q8KCW4,1.83893e-05,331,373,49.9749,494
43,Q5P1A9,2.51301e-05,222,314,49.2045,350
44,Q88L40,3.28243e-05,230,321,48.8193,340
45,B0KG90,3.32156e-05,230,321,48.8193,341
46,Q4QJK8,5.92615e-05,256,333,48.0489,381
47,P46454,5.97911e-05,256,333,48.0489,381
48,O50316,6.06151e-05,331,373,48.4341,494
49,A6V325,6.2862e-05,237,321,48.0489,342
50,Q0SWI9,6.47796e-05,110,205,47.2785,221
51,Q8XNZ3,6.47796e-05,110,205,47.2785,221
52,Q0TUP9,6.47796e-05,110,205,47.2785,221
53,Q9HZF8,6.51505e-05,237,321,48.0489,342
54,Q02PL5,6.51505e-05,237,321,48.0489,342
55,B7UWL8,6.51505e-05,237,321,48.0489,342
56,A5UBE3,6.71212e-05,256,333,48.0489,381
57,A5UFG9,6.77209e-05,256,333,48.0489,381
58,A6TVS0,7.61208e-05,229,271,47.6637,302
59,Q185B2,8.78171e-05,110,205,46.8933,223
60,Q480K7,9.16123e-05,231,322,47.6637,336
61,O87392,0.00010964,243,326,47.6637,442
62,B3E4T4,0.00011922,231,268,46.8933,304
63,B1J5B5,0.000122538,230,321,47.2785,341
64,Q5KP44,0.00012953,364,450,47.2785,544
65,B2UNA2,0.00013889,266,326,46.8933,348
66,Q9SA34,0.000145046,340,394,47.2785,502
67,Q13ZM3,0.000146112,245,325,46.8933,340
68,B0BTC7,0.000148074,256,333,46.8933,381
69,Q6M174,0.000162933,244,319,46.8933,355
70,B3GZA5,0.000164733,256,333,46.8933,381
71,A3N3E5,0.000164733,256,333,46.8933,381
72,B9M211,0.000179324,232,272,46.5081,305
73,Q12658,0.000195244,357,411,46.8933,529
74,A6L5H1,0.000203721,230,270,46.1229,303
75,Q6DAY3,0.000203981,256,333,46.5081,386
76,A5FJK8,0.000211357,191,234,45.7377,243
77,B1XV77,0.000245535,236,322,46.1229,344
78,Q01YA2,0.000275017,229,268,45.7377,304
79,Q8FWN5,0.00028162,122,240,46.5081,525
80,A1K7M2,0.00028646,225,314,46.1229,338
81,Q8YBP2,0.000297744,115,233,46.1229,518
82,P12269,0.000301983,350,396,46.1229,514
83,E9PU28,0.000304653,350,396,46.1229,514
84,P12268,0.000304653,350,396,46.1229,514
85,P24547,0.00031557,350,396,46.1229,514
86,Q3SWY3,0.00031557,350,396,46.1229,514
87,A4VM41,0.000340658,231,321,45.7377,343
88,B5YJH1,0.000352394,231,270,45.3525,303
89,A0B7W4,0.000405716,185,224,44.9673,242
90,Q07152,0.000418727,327,415,45.7377,537
91,A6VW35,0.000436505,230,342,45.3525,346
92,Q21JW9,0.000477527,230,321,45.3525,339
93,Q2SS69,0.000482023,125,210,44.5821,226
94,O26154,0.000502415,234,296,45.3525,349
