,ids,e_value,hit_start,hit_end,bitscore,protein_length
0,P47177,6.30224e-159,18,404,456.624,404
1,Q12723,2.97343e-149,1,374,430.816,374
2,D0V3Y4,9.30341e-142,1,349,410.785,349
3,Q9HWH9,2.50125e-134,1,350,392.296,351
4,B2TEK6,5.20201e-128,1,362,376.502,366
5,Q49W60,2.20375e-93,1,355,287.906,355
6,Q8NXG7,3.50996e-93,1,353,287.521,355
7,Q6GIG7,5.8376e-93,1,353,286.751,355
8,Q6GB05,7.65148e-93,1,353,286.366,355
9,Q99VF6,2.74375e-92,1,353,285.21,355
10,A5IR97,2.74375e-92,1,353,285.21,355
11,A6U025,2.74375e-92,1,353,285.21,355
12,A8Z1H7,3.2273e-92,1,353,284.825,355
13,A6QFD2,3.2273e-92,1,353,284.825,355
14,Q5HHG4,3.2273e-92,1,353,284.825,355
15,Q2FZX9,3.2273e-92,1,353,284.825,355
16,Q2FIF3,3.2273e-92,1,353,284.825,355
17,Q4L4T4,6.1129e-90,1,350,279.047,357
18,O05413,1.60368e-87,2,343,272.498,347
19,O06179,1.73022e-21,1,370,98.3883,375
20,Q9I4V0,3.56266e-19,5,237,91.0695,328
21,Q01284,5.82569e-17,152,375,85.2915,378
22,O87392,7.5877e-07,243,326,54.4755,442
23,Q6A6A0,9.24874e-06,111,229,50.2383,229
24,Q48JY0,1.80421e-05,230,321,49.8531,343
25,A1WTJ3,2.09266e-05,232,317,49.8531,342
26,C3K017,2.28047e-05,230,321,49.8531,341
27,Q3KFC7,2.30673e-05,230,321,49.8531,339
28,Q58070,2.84163e-05,159,268,49.0827,306
29,Q4ZUM3,2.84164e-05,230,321,49.4679,343
30,Q883P1,4.43458e-05,230,321,48.6975,343
31,Q4KFI7,5.77352e-05,226,321,48.3123,339
32,Q8KCW4,6.88182e-05,321,373,48.6975,494
33,Q8FWN5,8.2393e-05,122,240,48.3123,525
34,Q8YBP2,8.40274e-05,115,233,48.3123,518
35,A5UFG9,0.000113228,238,360,47.5419,381
36,B0BTC7,0.000146297,257,360,47.1567,381
37,B3GZA5,0.000159809,257,360,47.1567,381
38,A3N3E5,0.000159809,257,360,47.1567,381
39,A9BJH4,0.00018394,231,293,46.7715,300
40,Q4QJK8,0.00022954,238,333,46.7715,381
41,P46454,0.000235701,238,333,46.7715,381
42,Q480K7,0.000239608,231,322,46.3863,336
43,A5UBE3,0.000246339,238,333,46.7715,381
44,O35435,0.000332494,268,389,46.3863,395
45,Q6DAY3,0.000350936,257,333,46.0011,386
46,Q63707,0.000400078,268,389,46.0011,395
47,Q88L40,0.000416425,230,321,45.6159,340
48,B0KG90,0.000611406,230,321,45.2307,341
49,Q4VRV8,0.000661637,347,423,45.6159,551
50,O50316,0.000670041,321,373,45.6159,494
51,C1DDY1,0.000747554,230,321,44.8455,347
52,B1XV77,0.000810846,236,322,44.8455,344
53,Q1ICL4,0.00102892,230,321,44.4603,340
54,Q8KFR5,0.00117995,197,304,44.4603,357
55,B0T7X2,0.00151279,230,333,44.0751,380
56,Q5P1A9,0.00156928,222,314,44.0751,350
57,B1J5B5,0.00169395,230,321,43.6899,341
58,B2UNA2,0.00176815,236,326,43.6899,348
59,B5EFU4,0.00184583,234,272,43.6899,305
60,Q12658,0.00185312,369,411,44.0751,529
61,B2JKL9,0.00186392,234,325,43.6899,344
62,C6E6N2,0.00189586,234,272,43.6899,305
63,A6V325,0.00197378,237,321,43.6899,342
64,Q9HZF8,0.00199133,237,321,43.6899,342
65,B7UWL8,0.00199133,237,321,43.6899,342
66,Q02PL5,0.00200903,237,321,43.6899,342
67,A1K7M2,0.0025274,275,314,43.3047,338
68,A9AJX4,0.00268506,234,325,43.3047,345
69,Q13ZM3,0.00287442,245,325,43.3047,340
70,Q39UK4,0.00288201,234,272,42.9195,305
71,B1L993,0.00350227,325,410,43.3047,507
72,Q9WYM8,0.00350227,325,410,43.3047,507
73,P12269,0.0047799,361,407,42.9195,514
74,Q5KP44,0.00480307,376,418,42.9195,544
75,E9PU28,0.00482177,361,407,42.9195,514
76,P12268,0.00482177,361,407,42.9195,514
77,P24547,0.00494958,361,407,42.9195,514
78,Q3SWY3,0.00508077,361,407,42.5343,514
79,A8LY18,0.00668953,219,321,42.1491,338
80,B0UXP9,0.0078569,361,407,42.1491,514
