,ids,e_value,hit_start,hit_end,bitscore,protein_length
0,D0V3Y4,2.99289e-156,1,335,446.025,349
1,P47177,1.43009e-153,23,400,441.402,404
2,B2TEK6,4.3099e-145,7,355,418.29,366
3,Q9HWH9,8.79734e-145,1,350,417.135,351
4,Q12723,4.20346e-140,1,374,405.964,374
5,Q8NXG7,1.78273e-102,1,349,309.664,355
6,Q49W60,1.00296e-101,1,350,307.738,355
7,Q6GB05,1.25996e-101,1,349,307.353,355
8,Q6GIG7,1.54879e-101,1,349,306.968,355
9,Q99VF6,2.19259e-101,1,349,306.582,355
10,A5IR97,2.19259e-101,1,349,306.582,355
11,A6U025,2.19259e-101,1,349,306.582,355
12,A8Z1H7,2.09947e-100,1,349,304.271,355
13,A6QFD2,2.09947e-100,1,349,304.271,355
14,Q5HHG4,2.09947e-100,1,349,304.271,355
15,Q2FZX9,2.09947e-100,1,349,304.271,355
16,Q2FIF3,2.09947e-100,1,349,304.271,355
17,Q4L4T4,8.86981e-98,1,350,297.723,357
18,O05413,7.74255e-97,1,343,295.026,347
19,O06179,1.87476e-23,1,345,103.582,375
20,Q9I4V0,8.69992e-19,1,221,89.3298,328
21,Q01284,4.69898e-13,152,367,73.1514,378
22,Q7NTY1,3.24672e-06,149,255,51.9655,316
23,Q3KFC7,5.80062e-06,230,321,51.1951,339
24,Q4KFI7,8.2279e-06,226,321,50.8099,339
25,O87392,8.28409e-06,243,326,51.1951,442
26,Q4ZUM3,1.13997e-05,230,343,50.4247,343
27,Q48JY0,1.19214e-05,230,321,50.4247,343
28,Q58070,1.83824e-05,159,268,49.6543,306
29,Q6A6A0,2.45863e-05,111,229,48.4987,229
30,Q480K7,2.5187e-05,231,322,49.2691,336
31,A9BJH4,2.83782e-05,224,276,48.8839,300
32,Q883P1,3.04873e-05,230,321,48.8839,343
33,C3K017,3.37409e-05,230,321,48.8839,341
34,Q8KCW4,7.11602e-05,320,373,48.1135,494
35,C1DDY1,8.99722e-05,230,343,47.7283,347
36,Q4QJK8,0.000123679,256,333,47.3431,381
37,P46454,0.000124782,256,333,47.3431,381
38,A5UFG9,0.000136359,256,333,47.3431,381
39,A5UBE3,0.000137575,256,333,47.3431,381
40,C6E6N2,0.000193163,227,272,46.5727,305
41,B5EFU4,0.000196661,227,272,46.5727,305
